,Value,Weight,Solution
75,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
76,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
77,2892.0,1461.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 45]"
78,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
79,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
80,2879.0,1494.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 87]"
81,2879.0,1494.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 87]"
82,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
83,2941.0,1485.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 58, 12]"
84,2941.0,1485.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 58, 12]"
85,2910.0,1493.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 23]"
86,2910.0,1493.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 23]"
87,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
88,2900.0,1494.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 66, 61, 39, 58, 45]"
89,2922.0,1493.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 61, 39, 58, 92]"
90,2883.0,1481.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 49]"
91,2907.0,1480.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 100]"
92,2885.0,1479.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
93,2885.0,1479.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
94,2885.0,1479.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
95,2885.0,1479.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
96,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
97,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
98,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
99,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
100,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
101,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
102,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
103,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
104,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
105,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
106,2946.0,1499.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 51]"
107,2918.0,1483.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 39, 58, 83]"
108,2918.0,1483.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 39, 58, 83]"
109,2887.0,1473.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 53]"
110,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
111,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
112,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
113,2932.0,1473.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
114,2932.0,1473.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
115,2932.0,1473.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
116,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
117,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
118,2909.0,1472.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 12]"
119,2885.0,1483.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 4]"
120,2945.0,1485.0,"[22, 40, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 4]"
121,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
122,2933.0,1464.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 92]"
123,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
124,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
125,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
126,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
127,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
128,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
129,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
130,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
131,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
132,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
133,2946.0,1488.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 61, 39, 58, 2]"
134,2895.0,1486.0,"[22, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 1]"
135,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
136,2927.0,1453.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
137,2916.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 4]"
138,2883.0,1494.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
139,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
140,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
141,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
142,2900.0,1472.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 100]"
143,2965.0,1464.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 2]"
144,2965.0,1464.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 2]"
145,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
146,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
147,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
148,2888.0,1489.0,"[22, 40, 47, 14, 86, 88, 44, 48, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 2]"
149,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
